archive,catalog_id,title_caption,source_url,topic,script_pages,downloaded,in_lightroom,metadata_attached,archive_filename,keywords
UNLV Special Collections,pho023832,"Postcard of Lincoln County Courthouse, Pioche (Nev.), 1930s [James Hulse Photograph Collection on Pioche, Nevada (PH-00133)]",http://n2t.net/ark:/62930/d12f7jx48,,"P.67, P.97-101",Yes,Yes,Yes,,
UNLV Special Collections,pho019916,"Pioche, Nevada, 1906 (street scene, Bank of Pioche)",http://n2t.net/ark:/62930/d17p8tj02,,P.71-77,Yes,Yes,Yes,,"Banks; Pioche, NV"
UNLV Special Collections,pho006889,"Exterior view of a bank building under construction, Las Vegas, circa 1905 -- second Squires photo album page 5 image 2 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1bc3sx2g,,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",Yes,Yes,Yes,,
UNLV Special Collections,pho006892,"Exterior view of the First State Bank, Las Vegas, 1905 -- second Squires photo album page 16 image 1 [Charles P. Squires Photograph Collection]. CORRECTED 2026-08-27: previous title on this row (""Clark's Forwarding (barrels)"") did not match this item's actual UNLV record -- confirmed via item page. If Clark's Forwarding was a separate needed image, it may still need re-identifying.",https://special.library.unlv.edu/ark:/62930/d1z60c221,"Fires (ice plant 1907, general)","P.71 — New WorkFlow (Las Vegas construction/substantial buildings, 1905-1915)",Yes,Yes,Yes,,
Nevada Historical Society,CH-00740,On the way somewhere with a horse and buggy,https://nevadahistory.pastperfectonline.com/photo/1542E8D7-33D9-4AFC-8177-601402307910,,P.71-77,Yes,Yes,Yes,,Horses; Horse & Buggy
Nevada Historical Society,ESM-01420,On the way somewhere with a horse and buggy,https://nevadahistory.pastperfectonline.com/photo/CF5CE2EF-8060-4F99-A419-115366004210,,P.71-77,Yes,,Yes,,Horses; Horse & Buggy
UNLV Special Collections,pho006890,"Exterior view of the Las Vegas Trading Company, advertising lumber, lime, cement, etc., with a horse coach in front, 1905 -- second Squires photo album page 9 image 4 [Charles P. Squires Photograph Collection]. CORRECTED 2026-08-27: previous title on this row (""Las Vegas Trading Co. / Thomas building"") was close but imprecise -- confirmed exact title/details via UNLV item page.",https://special.library.unlv.edu/ark:/62930/d16q1sh0k,Squires / early businessmen,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",Yes,Yes,,,
Nevada Historical Society,CH-00090,"Family with buggy and house, en route to Pioche",https://nevadahistory.pastperfectonline.com/photo/B79044F6-00C2-48EF-8802-623642261290,,P.71-77,Yes,Yes,Yes,,"Families; Horse & Buggy; Pioche, NV"
UNLV Special Collections,snv000636,"Photograph of pedestrians in front of the Charles D. Marriage Assay office, Pioche (Nev.), 1907 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1416td1h,,P.71-77,Yes,Yes,Yes,,
UNLV Special Collections,Pho023008,"Pioche panorama, distant",https://special.library.unlv.edu/ark%3A/62930/d14j0b341,,P.71-77,Yes,Yes,,,"Panorama; Pioche, NV"
UNLV Special Collections,pho014336,Street construction (1909 to 1910),https://special.library.unlv.edu/ark:/62930/d1gt5fh7v,Squires / early businessmen,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",Yes,Yes,Yes,,
UNLV Special Collections,pho023834,"Photograph of interior of courthouse, Pioche (Nev.), 1905-1951 [James Hulse Photograph Collection on Pioche, Nevada]",http://n2t.net/ark:/62930/d1sx64g4f,,Rough Cut p.72 — New WorkFlow (Lincoln County Courthouse interior),Yes,Yes,Yes,,
UNLV Special Collections,pho023019,"Photograph of a girl on a horse, Pioche (Nev.), 1907 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1q814z2p,,"Rough Cut p.72 — New WorkFlow (Pioche variety - child on horseback, 1907)",Yes,Yes,Yes,,
UNLV Special Collections,Pho023927,Panorama of mountains and Pioche in the distance,https://special.library.unlv.edu/ark%3A/62930/d1sj19x4n,,P.72,Yes,Yes,,,"Mountains; Panorama; Pioche, NV"
UNLV Special Collections,Pho023916,Pioche,https://special.library.unlv.edu/ark%3A/62930/d16q1sp4r,,P.72,Yes,Yes,,,"Pioche, NV"
UNLV Special Collections,Pho023372,"Photograph of Pioche, dirt roads",https://special.library.unlv.edu/ark%3A/62930/d1c53f65m,,P.73,Yes,Yes,,,"Road; Pioche, NV"
UNLV Special Collections,Pho023917,Pioche,https://special.library.unlv.edu/ark%3A/62930/d12z12w00,,P.73,Yes,Yes,,,"Pioche, NV"
UNLV Special Collections,pho023919,"Small building used as T.J. Osborne's Law Office, Pioche Hills, 1899-1901 [Thomas J. Osborne Photograph Collection]",http://n2t.net/ark:/62930/d1th8bt2c,,P.73 — New WorkFlow (Pioche government/office buildings),Yes,Yes,Yes,,
UNLV Special Collections,Snv000951,Pioche with wagon and horses,https://special.library.unlv.edu/ark%3A/62930/d1fx74c3w,,P.74,Yes,Yes,,,"Horses; Pioche, NV"
UNLV Special Collections,Pho017849,On the way to Caliente,https://special.library.unlv.edu/ark%3A/62930/d1gb1xm27,,P.74,Yes,Yes,,,"Caliente, NV"
UNLV Special Collections,pho009800,"Caliente Railroad Depot exterior, circa 1960s-1970s (CAUTION: too late for 1911 era)",https://special.library.unlv.edu/ark%3A/62930/d1tm7223b,Caliente Rail Road Depot,P.75,Yes,Yes,Yes,,
UNLV Special Collections,snv000705,"Samuel Newhouse's party waiting in Caliente for private car to Salt Lake, 1906 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1b853x99,,"P.75 — New WorkFlow (Caliente train depot, people in shot)",Yes,Yes,Yes,,
Western Mining History,pho023812-001,"Postcard of Searchlight, NV, 1907 (front) - low priority",https://westernmininghistory.com/gallery-image/41441/,,P.84-85,Yes,Yes,Yes,,"Searchlight, NV; Postcard"
UNLV Special Collections,pho009778,Searchlight mine,https://special.library.unlv.edu/ark%3A/62930/d1p26q47w,,P.84-85,Yes,Yes,Yes,,"Mines; Searchlight, NV"
UNLV Special Collections,pho031101,Quartette mine (1900 to 1940),https://special.library.unlv.edu/ark:/62930/d1sx64n36,County Division Club / Searchlight / county seat fight,P.84-85,Yes,Yes,Yes,,
UNLV Special Collections,snv002133,"Photograph of miners inside the Techatticup Mine (Nev.), 1900-1925 [UNLV Special Collections]",http://n2t.net/ark:/62930/d1513v946,,P.84-85,Yes,,Yes,,
Western Mining History,,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41440/,,P.84-85,,,,,
Western Mining History,,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41444/,,P.84-85,,,,,
Western Mining History,,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41446/,,P.84-85,,,,,
UNLV Special Collections,pho016862,Techatticup Mine,https://special.library.unlv.edu/ark%3A/62930/d17p8th0m,,P.85,Yes,Yes,Yes,,Mines
Chicago History Museum,,"Banks in Chicago, LaSalle Street",https://images.chicagohistory.org/search/?searchQuery=bank+lasalle+1910,,P.87-90,,,,,
Chicago History Museum,DN-0008569,"Five men with two carts holding bags at the entrance to the Union Trust Bank vault, Tribune Building (Madison & Dearborn), Chicago, 1910",https://images.chicagohistory.org/asset/704/,,P.87-90,Yes,Yes,Yes,,
Chicago History Museum,,Chicago street scene,https://images.chicagohistory.org/asset/31985/,,P.87-90,,,,,
UNLV Special Collections,hln000496,"Grading for a rail line, 1906, Kiel Ranch (horses, equipment)",https://special.library.unlv.edu/ark%3A/62930/d1ft8hj31,,P.90-92,Yes,Yes,,,"Horses; Railroad Tracks; Grading for Rail Line; Ranch; Kiel Ranch, NV"
Utah Historical Society,21339,"RR shops construction, 1905, foundation/workers/tracks, Idaho",https://collections.lib.utah.edu/ark:/87278/s6pk0qgj,,P.90-92,Yes,Yes,Yes,,"San Pedro, Los Angeles and Salt Lake dining car with waiters, May, 1905. Shipler Photog. # 1525."
Union Pacific Railroad Museum,,"Railroad office, 1905",https://unionpacific.canto.com/v/UnionPacificCollection/library?keyword=nevada,,P.90,,,,,
Utah Historical Society,22586,SP LA SL Railroad cooks pose outside rail car,https://collections.lib.utah.edu/ark:/87278/s6mc97gg,,P.90-92,Yes,Yes,Yes,,
Utah Historical Society,523,"Workmen on tracks, 1900",https://collections.lib.utah.edu/ark:/87278/s68d1c1h,,P.90-92,Yes,Yes,Yes,,"Central Pacific Railroad grade and bridge over Bear River at Corinne, looking east."
Utah Historical Society,27871,"Bamberger Line property, April 21, 1907 (Bamberger Railroad P.15)",https://collections.lib.utah.edu/ark:/87278/s6bg44vt,,P.90-92,Yes,Yes,Yes,,"Bamberger Line property, April 21, 1907. Shipler Commercial Photography #2814."
Utah Historical Society,511,"Bamberger Railroad -- Cable Gang, Lagoon, Summer 1909 (Bamberger Railroad P.1)",https://collections.lib.utah.edu/ark:/87278/s6418cwb,,P.90-92,Yes,Yes,Yes,,"Taken at the old main entrance of Lagoon, Summer 1909. Electrical cable crew of Bamberger Electric"
Utah Historical Society,22584,Empty dining car,https://collections.lib.utah.edu/ark:/87278/s6vx0qzt,,P.90-92,Yes,Yes,Yes,,"San Pedro, Los Angeles and Salt Lake train (1st to L.A.) dining car"
Library of Congress,pan.6a13942,"Wide shot of Las Vegas, 1910, RR machine shops in progress",https://www.loc.gov/pictures/resource/pan.6a13942/,,"P.90-92, P.163",Yes,Yes,Yes,,
UNLV Special Collections,snv002556,"Interior of San Pedro, Los Angeles and Salt Lake Railroad machine shop in Las Vegas, Nevada, estimated 1909-1910 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1gb1xx5q,,"P.91 — New WorkFlow (machine shop expansion interior, exact match)",Yes,Yes,Yes,,
UNLV Special Collections,pho013522,"Railroad machine shops, Las Vegas, circa early 1900s",https://special.library.unlv.edu/ark:/62930/d1g15td0r,,P.91,Yes,Yes,Yes,,
UNLV Special Collections,pho023833,"EXTERIOR view (front facade) of Lincoln County Courthouse, Pioche, Nevada, 1905-1951 -- winter scene, snow, bare trees, ""POST NO BILLS"" signage on facade. CORRECTED 2026-08-27: earlier note on this row said ""interiors"" -- verified by visual inspection this is an EXTERIOR shot. [James Hulse Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1xp6v886,Lincoln Co. courthouse / Clark County debt,"P.100 — New WorkFlow (Pioche's grand courthouse, exterior)",Yes,Yes,Yes,,
UNLV Special Collections,snv000856,"Old Lincoln County Courthouse, Pioche, Nevada -- period caption ""Nevada's Famous $1,000,000.00 Court House,"" circa 1900-1925 [James Hulse Photograph Collection on Pioche, Nevada]",http://n2t.net/ark:/62930/d19p2wm23,,P.100 — New WorkFlow (Pioche's grand courthouse),Yes,Yes,Yes,,
UNLV Special Collections,pho013129,"Photograph of governor's mansion, Carson City, Nevada, circa 1908-1909 [Elbert Edwards Photograph Collection (PH-00214)]",http://n2t.net/ark:/62930/d13r0pv96,,"P.101, P.104",Yes,Yes,Yes,,
Western Nevada Historic Photo Collection,tey0054,"1911 Nevada Legislature -- labeled group photo naming Clay Tallman (Senate President Pro Tem 1909-1913), A.C. Frolich (Assembly Speaker 1911-1913), James G. Sweeney (Chief Justice), and senators from Washoe/Esmeralda/Nye/Ormsby/Lyon/Douglas counties. This is the legislature that passed the Las Vegas incorporation bill, March 1911. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0054,,"P.101, P.156",Yes,,Yes,,
Library of Congress,pcrd.1d03667,"State capitol - Carson City. Library of Congress Prints and Photographs Division, postcard collection. Digital ID: pcrd 1d03667",https://www.loc.gov/pictures/resource/pcrd.1d03667/,,"P.101, P.156",Yes,Yes,,,
Western Nevada Historic Photo Collection,tey0087,"Carson Depot (V&T Railroad) -- the Carson City depot of the Virginia & Truckee Railroad, original size before a later expansion. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0087,,"P.101, P.156",Yes,,Yes,,
Western Nevada Historic Photo Collection,tey0082,"Suffrage -- Governor Emmett D. Boyle signs the resolution for ratification of the 19th Amendment, February 7, 1920. Also present: Mrs. Sadie D. Hurst (first female member of the Nevada Legislature) and Speaker of the Assembly D.J. Fitzgerald. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0082,,"P.104, P.156 (loose)",Yes,,Yes,,"Suffragettes; Governor; Suffrage / 19th Amendment Signing; Governor Boyle; Carson City, NV"
UNLV Special Collections,pho013120,"Photograph of Denver Dickerson, Nevada, circa 1908-1910 [Elbert Edwards Photograph Collection (PH-00214)]",http://n2t.net/ark:/62930/d18c9r58r,,P.104,Yes,Yes,Yes,,
UNLV Special Collections,pho014432,"Photograph of a footrace, Las Vegas, Nevada, July 4, 1907 [Leon Rockwell Photograph Collection (PH-00008)]",http://n2t.net/ark:/62930/d1rv0d30m,,P.104-108,Yes,Yes,Yes,,
UNLV Special Collections,pho025998,"Clark County Courthouse (temporary building, 1909)",https://special.library.unlv.edu/ark%3A/62930/d1bg2m77h,,P.108-112,,Yes,,,
UNLV Special Collections,pho019878,"County commissioners (Harmon, Ronnow, others), ca. 1912-1914",https://special.library.unlv.edu/ark%3A/62930/d1513v09k,,P.108-112,Yes,Yes,,,County Commissioners; Charles Ronnow; Harmon
UNLV Special Collections,pho019880,Caliente School (Ronnow children),https://special.library.unlv.edu/ark%3A/62930/d1wm13z3r,,P.112-119,Yes,Yes,,,"Children; Schoolchildren; Charles Ronnow; Caliente, NV"
UNLV Special Collections,snv000187,"Photograph of a power plant for a mill, Goldfield (Nev.), early 1900s [C. A. Earle Rinker Photograph Collection of Goldfield, Nevada (PH-00350)]",http://n2t.net/ark:/62930/d1j38kx6x,,"P.119, P.38-42",Yes,Yes,Yes,,
UNLV Special Collections,pho025511,Charles Ronnow (Ed Clark's business partner),https://special.library.unlv.edu/ark%3A/62930/d1zw1900m,,"P.119, P.38-42",Yes,Yes,,,Ed Clark; Charles Ronnow
Alamy,2EJ3T8R,"Water supply system diagram/drawing, 1900s",https://www.alamy.com/vintage-plans-of-building-system-of-drainage-and-water-supply-essential-to-proper-sanitation-1900s-image406987191.html,,P.124-128,Yes,Yes,Yes,,
Utah Historical Society,429744,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429744,,P.124-128,,Yes,,,Railroad Maps & Plans; Sewers; Water Supply
Utah Historical Society,429746,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429746,,P.124-128,,Yes,,,Railroad Maps & Plans; Sewers; Water Supply
Utah Historical Society,429753,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429753,,P.124-128,,Yes,,,Railroad Maps & Plans; Sewers; Water Supply
Utah Historical Society,429758,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429758,,P.124-128,,Yes,,,Railroad Maps & Plans; Sewers; Water Supply
San Francisco Public Library,DPW-35,"San Francisco sewers with construction workers, 1910",https://digitalsf.org/record/6559,,P.124-128,Yes,Yes,Yes,,"Workers; Construction Workers; Sewers; San Francisco, CA"
Alamy,2M2JKTF,"Culvert - Malden, Mass., 1904",https://www.alamy.com/distribution-department-spot-pond-brook-winter-street-culvert-northerly-end-malden-mass-apr-30-1904-waterworks-brooks-watershed-sanitary-improvement-image500740703.html,,P.124-128,Yes,Yes,Yes,,
Alamy,2M2JKRR,"Culvert / drainage area - Melrose, Mass., 1904",https://www.alamy.com/distribution-department-spot-pond-brook-wyoming-avenue-culvert-westerly-end-melrose-mass-apr-30-1904-waterworks-brooks-watershed-sanitary-improvement-image500740683.html,,P.124-128,Yes,Yes,Yes,,
Digital Commonwealth,45,Sewer construction,https://www.digitalcommonwealth.org/search/commonwealth:xw42p9010,,P.124-128,Yes,Yes,Yes,,Sewers; Sewer Construction
Massachusetts Archives / Digital Commonwealth,MDWSC_C_0071_0009_CE,"Contract No. 71, WPA Sewer Construction, Holden, laying 8 in. vitrified clay pipe, looking northerly from Sta. 30+35, Holden Sewer, Holden, Mass., Dec. 5, 1939 [Metropolitan District Water Supply Commission, Quabbin Reservoir] -- period sewer-construction reference photo, not Nevada",https://www.digitalcommonwealth.org/search/commonwealth:5m60tx74j,,P.124-128,Yes,Yes,,,Sewers; Sewer Construction
San Francisco Public Library,DPW-46,"San Francisco sewers, 1910, being built",https://digitalsf.org/record/6563,,P.124-128,Yes,Yes,Yes,,
Temple University Digital Collections,AHAPZ202108000145,Sewer construction,https://digital.library.temple.edu/digital/collection/p245801coll13/id/4540,,P.124-128,,Yes,,,Sewers; Sewer Construction
UNLV Special Collections,hln000124,"Men laying sewer pipe, Boulder City, ca. 1931",https://special.library.unlv.edu/ark%3A/62930/d1p846v6x,,P.124-128,Yes,Yes,Yes,,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV"
UNLV Special Collections,hln000338,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d16t0kw0p,,P.124-128,Yes,Yes,Yes,,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV"
UNLV Special Collections,hln000340,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1zc7vt5h,,P.124-128,Yes,Yes,Yes,,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV"
UNLV Special Collections,hln000313,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1fj2dc3h,,P.124-128,Yes,Yes,Yes,,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV"
UNLV Special Collections,hln000423,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1nv9d94q,,P.124-128,Yes,Yes,Yes,,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV"
UNLV Special Collections,pho005819,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1g15xg59,,P.124-128,Yes,Yes,Yes,,"Sewers; Sewer Construction; Boulder City, NV"
UNLV Special Collections,Pho023137,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1qn5zh42,,P.124-128,Yes,Yes,Yes,,"Sewers; Sewer Construction; Boulder City, NV"
UNLV Special Collections,pho023136,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1vd6p97q,,P.124-128,Yes,Yes,Yes,,"Sewers; Sewer Construction; Boulder City, NV"
Utah Historical Society,2714859,"Corrugated pipe siphon, 1910",https://collections.lib.utah.edu/ark:/87278/s6zc6tmp,,P.124-128,Yes,Yes,Yes,,Corrugated Pipe Siphon
Utah Historical Society,2669736,"Water supply in concrete reservoir, 1905",https://collections.lib.utah.edu/ark:/87278/s6afswsn,,P.124-128,,Yes,,,
Utah Historical Society,2714874,"Water supply in concrete reservoir, with materials list",https://collections.lib.utah.edu/ark:/87278/s648tkc4,,P.124-128,,Yes,,,Water Tank / Reservoir; Water Supply; Concrete Reservoir
Utah Historical Society,2714858,Double coal house for company dwellings,https://collections.lib.utah.edu/ark:/87278/s6rby25h,,P.124-128,Yes,Yes,Yes,,Coal House
Utah Historical Society,573,"Denver and Rio Grande Western RR, east-bound train #6 crossing Soldier Summit, 1910 (D&RGW R.R. P.7)",https://collections.lib.utah.edu/ark:/87278/s6pk1zvr,,P.124-128,Yes,Yes,Yes,,"Denver and Rio Grande Western RR, east-bound train #6, crossing the divide at Soldier Summit,"
Nevada Historical Society,CH-00542,"Flood/washout, 1910 (cheat - Fallon flood 1907)",https://nevadahistory.pastperfectonline.com/photo/85F34D11-5B34-4A66-9A83-368651104515,,P.129-136,,Yes,,,Flood; Washout
UNLV Special Collections,hln000245,"Flooding in Carp, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d10r9q359,,P.129-133,Yes,Yes,,,"Flood; Carp, NV; Carp; Ephemeral; Fences; Flooding; Floods; Mountain"
UNLV Special Collections,Hln000247,"Flood damage in Stine, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1r788n8t,,P.129-133,Yes,Yes,,,"Flood; Stine, NV"
UNLV Special Collections,hln000248,"Flood in Carp (WARNING: script wants 1909-10 flood, this resolves to 1905, verify) (1905)",https://special.library.unlv.edu/ark:/62930/d1mg7jv4p,1909-10 flood,P.129-133,Yes,Yes,,,Damage; Flood; Tracks; Rails; Stine Nevada
UNLV Special Collections (not digitized),,"Flash flood in Stine, NV, 1905 - NOT DIGITIZED (some found digitized separately)",https://special.library.unlv.edu/node/85232,,P.129-133,,,,,
UNLV Special Collections,hln000264,"Flooding in desert, 1950s, windblown tree",https://special.library.unlv.edu/ark%3A/62930/d1jm26f7g,,P.129-133 (loose),Yes,Yes,,,Flood; Desert; Trees
UNLV Special Collections,pho031617,Cracked mud from Meadow Valley Wash flood,https://special.library.unlv.edu/ark%3A/62930/d1cn6zb43,,P.129-133,Yes,Yes,Yes,,"Harvest; Farming; Bunkerville, NV"
UNLV Special Collections,hln000246,"Flood, damaged tracks in Stine, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1w090g0m,,P.129-133,Yes,Yes,,,"Railroad Tracks; Flood; Stine, NV"
Union Pacific Railroad Museum,,"1938 flood, same location as earlier flood photos (tracks and mud)",https://unionpacific.canto.com/v/UnionPacificCollection/library?keyword=FLOOD,,P.129-136,,,,,
University of Nevada Reno,NC96_22_79_5,"Reno, quiet residential street",https://unr.dgicloud.com/node/48971,,P.136-142,,Yes,,,"Street Scene; Residential Street; Reno, NV"
University of Nevada Reno,campphotoscollection:5367,Downtown Reno,https://unr.dgicloud.com/node/3206,,P.136-142,Yes,Yes,Yes,,
University of Nevada Reno,campphotoscollection:5365,"Downtown Reno, a few people",https://unr.dgicloud.com/node/11156,,P.136-142,Yes,Yes,Yes,,
UNLV Special Collections,pho017802,Cahlan family (1910),https://special.library.unlv.edu/ark:/62930/d1jd4ps8x,Jack Johnson-Jeffries fight / Cahlan,P.141,Yes,Yes,Yes,,Families; Cahlan Family
UNLV Special Collections,pho017706,"Harvest at J.I. Earl farm, Bunkerville, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1pk07521,,P.148-151,Yes,Yes,Yes,,"Flood; Meadow Valley Wash, NV"
UNLV Special Collections (not digitized),,"People at Old Ranch, 1911 - NOT DIGITIZED",https://special.library.unlv.edu/node/279355,,P.148-151,,,,,
UNLV Special Collections (not digitized),,"Bordoli ranch, 1910 - NOT DIGITIZED",https://special.library.unlv.edu/node/50090,,P.148-151,,,,,
UNLV Special Collections (not digitized),,"Man on a horse at Bill Morgan's Old Ranch, 1910 - NOT DIGITIZED",https://special.library.unlv.edu/node/279361,,P.148-151,,,,,
Library of Congress,1a34194,Crates of peaches,https://www.loc.gov/pictures/resource/fsac.1a34194/,,P.151-152,Yes,Yes,Yes,,
USC Digital Library,CHS-1130,"Picking strawberries in California, 1910 (Florence Boyer)",https://digitallibrary.usc.edu/CS.aspx?VP3=DamView&VBID=2A3BXZ64A78J3&PN=1&DocRID=2A3BF16BONA,,P.151,Yes,Yes,Yes,,Strawberry Picking; Florence Boyer
UNLV Special Collections,pho023728,"Country doctor in wagon, Nevada, 1880-1910",https://special.library.unlv.edu/ark%3A/62930/d1h41js9j,,P.151,Yes,Yes,Yes,,
UNLV Special Collections,pho014397,"McGriff Ranch, early 1900s, man",https://special.library.unlv.edu/ark%3A/62930/d1901zj18,,P.151,Yes,Yes,Yes,,Men; Ranch; McGriff Family
UNLV Special Collections,pho004895,"McGriff Ranch, early 1900s, people and house",https://special.library.unlv.edu/ark%3A/62930/d1wp9t64s,,P.151,Yes,Yes,Yes,,People; Ranch; McGriff Family
UNLV Special Collections,pho004794,Greenhouse at McGriff Ranch,https://special.library.unlv.edu/ark%3A/62930/d1f47gt3x,,P.151,Yes,Yes,Yes,,Ranch; Greenhouse; McGriff Family
UNLV Special Collections,pho004793,"Olive Lake at well on McGriff Ranch, Las Vegas",https://special.library.unlv.edu/ark%3A/62930/d1js9h75x,,P.151,Yes,Yes,Yes,,"Ranch; Well; Olive Lake; McGriff Family; Las Vegas, NV"
UNLV Special Collections (not digitized),,"Peach orchard, McGriff property, 1912 - NOT DIGITIZED",https://special.library.unlv.edu/node/751123,,P.151,,,,,
UNLV Special Collections,pho019885,"Della McGriff with man on the ranch, 1910s",https://special.library.unlv.edu/ark%3A/62930/d17s7hx3c,,P.151,Yes,,Yes,,Men; Ranch; Della McGriff; McGriff Family
UNLV Special Collections,D99999_539,"Nevada State Capitol building in Carson City, Nevada: photographic print. On photograph printed ""John Nulty photography"", 1930-1970 [Walking Box Ranch Photograph Collection].",http://n2t.net/ark:/62930/d1j97k,,Yes -- script row 155 area (Squires advocates for incorporation bill at Carson City),Yes,Yes,Yes,,
UNLV Special Collections,D99999_590,"Aerial view of the Nevada Capitol building: photographic print. Copyright stamp on back ""Photo by John Nulty"", 1930-1970 [Walking Box Ranch Photograph Collection].",http://n2t.net/ark:/62930/d1n103,,Yes -- script row 155 area (Squires advocates for incorporation bill at Carson City),Yes,Yes,Yes,,
UNLV Special Collections,Pho016224,Mrs. Park on her porch with dog,https://special.library.unlv.edu/ark%3A/62930/d1445hg0v,,P.160,Yes,,,,Dogs; Park Family
Found Image Press (Amazon),1112,"Restaurant kitchen, for Overland Fire",https://www.amazon.com/dp/B0C2JFVWB4,,P.163-165,,,,,Restaurant; Restaurant Kitchen; Fire
UNLV Special Collections,Pho033937-014,Smiling woman on a picnic,https://special.library.unlv.edu/ark%3A/62930/d1154hn5j,,P.163-165,Yes,Yes,,,Women; Picnicking; Album; Park Families; Picnic; Woman; Smiling; Ice plant; Garden of the Gods
UNLV Special Collections,pho017618,Von Tobel and Beckley families picnicking,https://special.library.unlv.edu/ark%3A/62930/d1j960d4h,,P.163-165,Yes,Yes,,,Families; Picnicking; Beckley Family; Von Tobel Family
UNLV Special Collections,pho021802,"Photograph of Overland Hotel after a fire, Las Vegas (Nev.), 1911 [Junior League of Las Vegas Photograph Collection]",http://n2t.net/ark:/62930/d1p84416b,,"Rough Cut p.171-176 — New WorkFlow (Overland Hotel fire aftermath, people)",Yes,Yes,Yes,,
UNLV Special Collections,pho006111,"Photograph of Overland Hotel, Las Vegas, circa 1911 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1vt1gp8w,,Rough Cut p.171-176 — New WorkFlow (Overland Hotel fire remains),Yes,Yes,Yes,,
UNLV Special Collections,pho020087,"Empty desert (WARNING: resolves 1920-1929, script wants ~1910, verify) (1920 to 1929)",https://special.library.unlv.edu/ark:/62930/d1513v10p,1910 census / farming ranches,,Yes,Yes,Yes,,
UNLV Special Collections,snv002558,Lena Carl Stewart with a rifle and a dog near a creek: photograph,https://special.library.unlv.edu/ark:/62930/d1bk1742v,1910 census / farming ranches,,Yes,Yes,Yes,,
UNLV Special Collections,pho014697,Clark-Ronnow ranch (1905 to 1930),https://special.library.unlv.edu/ark:/62930/d1ns0m09g,Ranches / farming community,,Yes,Yes,Yes,,
UNLV Special Collections,pho017729,pho017729,,,,,Yes,,,Frehner Family; First Home; Farm; Portrait
Library of Congress,2012646311,"Mary's Dance Hall, Goldfield, Nevada, 1907",https://lccn.loc.gov/2012646311,P.50,,Yes,Yes,Yes,,
Northwest Museum (Ferris Archives),L87-1.2383-10,"Spokane, 1910, grocery store",https://ferrisarchives.northwestmuseum.org/Item/Index/3657,,"general ref, no clear page",Yes,Yes,Yes,,
Northwest Museum (Ferris Archives),L87-1.2384-10,"Spokane, 1910, fancy couple in a restaurant",https://ferrisarchives.northwestmuseum.org/Item/Index/3658,,"general ref, no clear page",Yes,Yes,Yes,,
UNLV Special Collections,pho006296,Bank / W.E. Hawkins Store (1900 to 1915),https://special.library.unlv.edu/ark:/62930/d13b5w77d,Squires / early businessmen,,Yes,Yes,Yes,,
UNLV Special Collections,pho025819,County Commissioner W.E. Hawkins (1913 to 1919),https://special.library.unlv.edu/ark:/62930/d1dv1cv48,1907 ordinances / Fire Dept / Sam Gay / churches,,Yes,Yes,Yes,,
